category,sku,name,price_text,product_url,image_url
Downlight,,"Pearl COB Swivel LED Downlight 36 Wattage Round 4000K, Daylight/Neutral White",Rs. 4800,https://polycab.com/pearl-cob-swivel-led-downlight-36-wattage-round-4000k-daylightneutral-white/c-4990/p-54090,https://cms.polycab.com/media/2l1n2t55/ldo0105123_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 36 Wattage Round 3000K, Warm White",Rs. 4800,https://polycab.com/pearl-cob-swivel-led-downlight-36-wattage-round-3000k-warm-white/c-4990/p-54091,https://cms.polycab.com/media/fide0myk/ldo0105124_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 24 Wattage Round 6500K, Cool White",Rs. 3600,https://polycab.com/pearl-cob-swivel-led-downlight-24-wattage-round-6500k-cool-white/c-4990/p-54086,https://cms.polycab.com/media/a50lmzn2/ldo0105116_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 24 Wattage Round 4000K, Daylight/Neutral White",Rs. 3600,https://polycab.com/pearl-cob-swivel-led-downlight-24-wattage-round-4000k-daylightneutral-white/c-4990/p-54087,https://cms.polycab.com/media/sten2e3r/ldo0105117_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 24 Wattage Round 3000K, Warm White",Rs. 3600,https://polycab.com/pearl-cob-swivel-led-downlight-24-wattage-round-3000k-warm-white/c-4990/p-54088,https://cms.polycab.com/media/5yue54tw/ldo0105118_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 18 Wattage Round 6500K, Cool White",Rs. 2700,https://polycab.com/pearl-cob-swivel-led-downlight-18-wattage-round-6500k-cool-white/c-4990/p-54083,https://cms.polycab.com/media/qmioot5y/ldo0105113_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 18 Wattage Round 4000K, Daylight/Neutral White",Rs. 2700,https://polycab.com/pearl-cob-swivel-led-downlight-18-wattage-round-4000k-daylightneutral-white/c-4990/p-54084,https://cms.polycab.com/media/cx1cg1vd/ldo0105114_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 18 Wattage Round 3000K, Warm White",Rs. 2700,https://polycab.com/pearl-cob-swivel-led-downlight-18-wattage-round-3000k-warm-white/c-4990/p-54085,https://cms.polycab.com/media/1mqogbp1/ldo0105115_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 15 Wattage Round 6500K, Cool White",Rs. 2250,https://polycab.com/pearl-cob-swivel-led-downlight-15-wattage-round-6500k-cool-white/c-4990/p-54080,https://cms.polycab.com/media/lqnkzfki/ldo0105098_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 15 Wattage Round 4000K, Daylight/Neutral White",Rs. 2250,https://polycab.com/pearl-cob-swivel-led-downlight-15-wattage-round-4000k-daylightneutral-white/c-4990/p-54081,https://cms.polycab.com/media/sqmgzhez/ldo0105099_img_01.png?format=webp
Downlight,,"Pearl COB Swivel LED Downlight 15 Wattage Round 3000K, Warm White",Rs. 2250,https://polycab.com/pearl-cob-swivel-led-downlight-15-wattage-round-3000k-warm-white/c-4990/p-54082,https://cms.polycab.com/media/tvlb40rn/ldo0105100_img_01.png?format=webp
Panel Light,,"Polycab Deep Drawn 2*2 LED Panel 36 Wattage Square 6500K, Cool White",Rs. 3499,https://polycab.com/polycab-deep-drawn-2star2-led-panel-36-wattage-square-6500k-cool-white/c-4991/p-54466,https://cms.polycab.com/media/fwwn4s2x/ldo0126002_img_01.png?format=webp
Panel Light,,"Polycab Deep Drawn 2*2 LED Panel 36 Wattage Square 3000K, Warm White",Rs. 3499,https://polycab.com/polycab-deep-drawn-2star2-led-panel-36-wattage-square-3000k-warm-white/c-4991/p-54469,https://cms.polycab.com/media/u1la05u2/ldo0126015_img_01.png?format=webp
