brand,title,product_type,tags,handle,product_url,price_min_inr,price_max_inr,option_names,variants,num_images,image_urls,created_at,updated_at
Atomberg,Fluero Mini,Personal Fan,Personal Fan,fluero-mini,https://atomberg.com/products/fluero-mini,2900.0,2900.0,Color,Snow White :: SKU=FG1435 :: ₹2900.00,1,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/Fluero_Mini_Fan_PLIs_1.jpg?v=1787750770,2026-08-26T18:59:08+05:30,2026-09-08T08:56:53+05:30
Atomberg,Erica Artesta Ceiling Fan,Ceiling Fans,"All Fans, BLDC Ceiling Fans, Ceiling Fans, Designer Fans",erica-artesta-ceiling-fan,https://atomberg.com/products/erica-artesta-ceiling-fan,3499.0,3499.0,"Color, Sweep Size",Midnight Black/1230mm :: SKU=FG0872 :: ₹3499.00,2,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artestawhite1200mm_1.jpg?v=1783437037 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artestamidnightblack1200mm_1.jpg?v=1783437037,2026-07-07T20:40:34+05:30,2026-09-08T08:56:53+05:30
Atomberg,Renesa Prime Crest,Ceiling Fans,"All Fans, Ceiling Fans, Renesa Series Ceiling Fans",atomberg-renesa-prime-crest-ceiling-fan,https://atomberg.com/products/atomberg-renesa-prime-crest-ceiling-fan,3499.0,4449.0,"Color, Sweep Size, Fan Type",Seasand Ivory/1200mm/Regulator :: SKU=FG1467 :: ₹3649.00 | Honey Maplewood/1200mm/Remote :: SKU=FG1297-1 :: ₹4449.00 | Honey Maplewood/1200mm/Regulator :: SKU=FG1470 :: ₹4199.00 | Honey Maplewood/900mm/Regulator :: SKU=FG1480 :: ₹4099.00 | Honey Maplewood/600mm/Regulator :: SKU=FG1477 :: ₹3999.00 | Gloss Black/1200mm/Remote :: SKU=FG1297-1-1 :: ₹3949.00 | Gloss Black/1200mm/Regulator :: SKU=FG1464 :: ₹3699.00 | Gloss Black/900mm/Regulator :: SKU=FG1478 :: ₹3599.00 | Gloss Black/600mm/Regulator :: SKU=FG1476 :: ₹3499.00 | Copper Haze/1200mm/Remote :: SKU=FG1297-1-1-2 :: ₹4449.00 | Copper Haze/1200mm/Regulator :: SKU=FG1474 :: ₹3849.00 | Gloss White/1200mm/Remote :: SKU=FG1297-1-1-3-1-1-1 :: ₹3949.00 | Gloss White/1200mm/Regulator :: SKU=FG1466 :: ₹3699.00 | Gloss White/900mm/Regulator :: SKU=FG1479 :: ₹3599.00 | Gloss White/600mm/Regulator :: SKU=FG1475 :: ₹3499.00 | Dark Walnut/1200mm/Remote :: SKU=FG1297-1-1-3 :: ₹4449.00 | Misty Teal/1200mm/Remote :: SKU=FG1297-1-1-1 :: ₹3949.00 | Nordic Ashwood/1200mm/Remote :: SKU=FG1297-1-1-3-1 :: ₹4449.00 | Desert Pearl/1200mm/Remote :: SKU=FG1297-1-1-3-1-1 :: ₹3949.00 | Gloss White & Black/1200mm/Regulator :: SKU=FG1494 :: ₹3699.00,22,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_1_black_7.png?v=1783437242 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_1_white_7.png?v=1783437242 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_4_walnut_9.png?v=1783437242 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_10_3_1.png?v=1783437242 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_1_honey_7.png?v=1783437242 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_1_cop_7_728fda28-2af2-473f-8ff3-62c679b25038.png?v=1784204872 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_1_ashwood_7_e4798b94-5f1d-46a5-930b-6d57ae9fbcca.png?v=1784204877 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/artboard_1_desert_7_e708f732-4dda-4112-8bd7-6f3d39694f15.png?v=1784204881 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01A_8c19f735-266d-4e53-8cef-4e27ca6f369b.png?v=1787740747 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01A_6b4ca2d9-eea8-4ffd-b6c3-32195c58ed3b.png?v=1787742661 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_c2b69f0c-283a-4ce1-b03d-2ae8398ce696.png?v=1787743016 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_ff8662fe-3943-4d25-bfe7-952227955e6d.png?v=1787744374 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_d9b73219-a944-40e7-ac15-7275582728e8.png?v=1787745749 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_5451f62e-eb63-42a7-83e6-cc038b846840.png?v=1787745684 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_64d0258a-ab32-4428-b3a1-214e6b24ef2c.png?v=1787747032 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_6ef4a0d5-3f4c-4949-b5fa-cd1622f1603f.png?v=1787747905 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_40f75e8d-c389-438d-8cbd-772ab321a294.png?v=1787748412 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_0fb53b87-e46b-4f5e-896e-c33a8e8d4992.png?v=1787748465 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_cf3ffb13-f02a-400b-9a2b-9de3c8b1183e.png?v=1787748706 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_1df07cfb-0d3e-46d5-b10c-da573dc8a65b.png?v=1787749353 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_a6dafcb0-c2c1-474d-a921-a6f4d24377af.png?v=1787749627 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/01_04ea3bdb-124d-438e-abec-ff71ba04f23d.png?v=1787749943,2026-07-07T20:44:00+05:30,2026-09-08T08:56:53+05:30
Atomberg,Emperion Magna Smart,Ceiling Fans,"All Fans, Ceiling Fans",atomberg-emperion-magna-ceiling-fan,https://atomberg.com/products/atomberg-emperion-magna-ceiling-fan,19999.0,19999.0,"Color, Sweep Size",Amber Light Teak (Wooden)/1280mm :: SKU=FG1050 :: ₹19999.00 | Lava Grey (Gloss Metallic)/1280mm :: SKU=FG1049 :: ₹19999.00 | Pearl White (Matte Metallic)/1280mm :: SKU=FG0943 :: ₹19999.00,3,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/emperion_magna_plis_amber_light_teak-06_1.jpg?v=1783437233 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/emperion_magna_plis_pearl_white-06.jpg?v=1783437233 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/emperion_magna_plis_lava_grey-06.jpg?v=1783437233,2026-07-07T20:43:50+05:30,2026-09-08T08:56:53+05:30
Atomberg,Ikano Stylique,Ceiling Fans,"1200 mm Ceiling Fans, All Fans, Bedroom Ceiling Fans, Ceiling Fans, Classic Fans, Designer Fans, Living Room Ceiling Fans",atomberg-ikano-stylique-ceiling-fan,https://atomberg.com/products/atomberg-ikano-stylique-ceiling-fan,3499.0,3499.0,"Color, Sweep Size",Gloss Black/1200mm :: SKU=FG1319 :: ₹3499.00 | Gloss White/1200mm :: SKU=FG1020 :: ₹3499.00 | Pebble Grey/1200mm :: SKU=FG1023 :: ₹3499.00 | Seasand Ivory/1200mm :: SKU=FG1022 :: ₹3499.00,4,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/ikano_stylique_pli_black-05.jpg?v=1783437218 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/ikano_stylique_pli_gloss_white-05.jpg?v=1783437217 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/ikano_stylique_pli_pebble_grey-05.jpg?v=1783437217 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/ikano_stylique_pli_seasand_ivory-05_1.jpg?v=1783482913,2026-07-07T20:43:35+05:30,2026-09-08T08:56:53+05:30
Atomberg,Renesa Epoque,Ceiling Fans,"1200 mm Ceiling Fans, All Fans, Bedroom Ceiling Fans, Ceiling Fans, Living Room Ceiling Fans, Renesa Series Ceiling Fans",atomberg-renesa-epoque-ceiling-fan,https://atomberg.com/products/atomberg-renesa-epoque-ceiling-fan,3599.0,3599.0,"Color, Sweep Size",Gloss Black/1200mm :: SKU=FG1297 :: ₹3599.00 | Gloss White/1200mm :: SKU=FG1043 :: ₹3599.00 | Pebble Grey/1200mm :: SKU=FG1298 :: ₹3599.00 | Sangria Brown/1200mm :: SKU=FG1300 :: ₹3599.00 | Gloss Earth Brown/1200mm :: SKU=FG1299 :: ₹3599.00 | Seasand Ivory/1200mm :: SKU=FG1357 :: ₹3599.00,6,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/1_12.png?v=1783437209 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/2_5.png?v=1783437209 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/1_15.png?v=1783437209 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/1_16.png?v=1783437209 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/1_17.png?v=1783437209 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/Artboard_100_2f71d0f7-537d-4ee1-9b65-cec697141ac6.png?v=1788518475,2026-07-07T20:43:26+05:30,2026-09-08T08:56:53+05:30
Atomberg,Studio Ventra Ceiling Fan,Ceiling Fans,"1200 mm Ceiling Fans, All Fans, Bedroom Ceiling Fans, Ceiling Fans, Designer Fans, Living Room Ceiling Fans, Smart Fans",atomberg-studio-ventra-ceiling-fan,https://atomberg.com/products/atomberg-studio-ventra-ceiling-fan,4599.0,4599.0,"Color, Sweep Size",Snow White/1250mm :: SKU=FG1025 :: ₹4599.00 | Blaze Brown/1250mm :: SKU=FG1286 :: ₹4599.00 | Urban Chrome/1250mm :: SKU=FG1284 :: ₹4599.00 | Creme Brulee/1250mm :: SKU=FG1285 :: ₹4599.00,4,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/studio_ventra_pli_snow_white-05.png?v=1783437198 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/studio_ventra_pli_blaze_brown-05.png?v=1783437198 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/studio_ventra_pli_urban_chrome-05.png?v=1783437198 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/studio_ventra_pli_creme_brulee-05.png?v=1783437198,2026-07-07T20:43:16+05:30,2026-09-08T08:56:53+05:30
Atomberg,Razon Ceiling Fan,Ceiling Fans,"1200 mm Ceiling Fans, All Fans, Bedroom Ceiling Fans, Ceiling Fans, Living Room Ceiling Fans, Sleek Fans",atomberg-razon-ceiling-fan,https://atomberg.com/products/atomberg-razon-ceiling-fan,4149.0,4149.0,"Color, Sweep Size",Gloss White/1200mm :: SKU=FG0739 :: ₹4149.00 | Midnight Black/1200mm :: SKU=FG1279 :: ₹4149.00 | Misty Teal/1200mm :: SKU=FG1281 :: ₹4149.00 | Sangria Brown/1200mm :: SKU=FG1283 :: ₹4149.00 | Urban Chrome/1200mm :: SKU=FG1280 :: ₹4149.00 | Creme Brulee/1200mm :: SKU=FG1282 :: ₹4149.00,6,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/razon_white_26_mar_5.png?v=1783437181 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/rzn_mb_23_mar_5.png?v=1783437180 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/rzn_mt_23_mar_5.png?v=1783437180 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/rzn_sb_23_mar_5.png?v=1783437180 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/rzn_uc_23_mar_5.png?v=1783437180 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/rzn_cb_23_mar_5.png?v=1783437180,2026-07-07T20:42:57+05:30,2026-09-08T08:56:53+05:30
Atomberg,Erica Signature Ceiling Fan,Ceiling Fans,"1200 mm Ceiling Fans, All Fans, Bedroom Ceiling Fans, Ceiling Fans, Living Room Ceiling Fans, Regulator Fans",erica-signature-ceiling-fan,https://atomberg.com/products/erica-signature-ceiling-fan,3849.0,3849.0,"Color, Sweep Size",Midnight Black/1230mm :: SKU=FG1207 :: ₹3849.00 | Snow White/1230mm :: SKU=FG1012 :: ₹3849.00 | Blaze Brown/1230mm :: SKU=FG1208 :: ₹3849.00 | Seasand Ivory/1230mm :: SKU=FG1209 :: ₹3849.00,4,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/erica_signature_plis_midnight_black_reg-05.png?v=1783437162 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/erica_signature_plis_snow_white_reg-05.png?v=1783437162 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/erica_signature_plis_blaze_brown_reg-05.png?v=1783437162 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/erica_signature_plis_seasand_ivory_reg-05.png?v=1783437162,2026-07-07T20:42:40+05:30,2026-09-08T08:56:53+05:30
Atomberg,SilenceAire Hi-Speed Pedestal Fan,Pedestal Fans,Pedestal Fans,atomberg-silenceaire-hi-speed-pedestal-fan,https://atomberg.com/products/atomberg-silenceaire-hi-speed-pedestal-fan,4249.0,4249.0,"Color, Sweep Size, Variant",Aegean Blue/400mm/Swing :: SKU=FG1290 :: ₹4249.00 | Midnight Black/400mm/Swing :: SKU=FG0953 :: ₹4249.00 | Snow White/400mm/Swing :: SKU=FG1289 :: ₹4249.00,3,https://cdn.shopify.com/s/files/1/0712/5159/1221/files/silenceaire_pedestal_400_blue_pli_1.jpg?v=1783437153 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/silenceaire_pedestal_400_black_pli_1__1.jpg?v=1783437153 | https://cdn.shopify.com/s/files/1/0712/5159/1221/files/silenceaire_pedestal_400_white_pli_1__1.jpg?v=1783437153,2026-07-07T20:42:31+05:30,2026-09-08T08:56:53+05:30
